Job Title,Company,Location,Date Posted,Job Type,Category
Data Scientist,NOKIA,"Dallas, TX",11/29/2023,Data Scientist,DS
Data Scientist,Kaizer Software Solutions LLC,"Houston, TX",11/29/2023,Data Scientist,DS
Sr. Energy Data Scientist,Volkswagen Group of America - Chattanooga Operations,Remote,11/27/2023,Data Scientist,DS
Senior Data Scientist,Hinge Health,"San Francisco, CA",11/28/2023,Data Scientist,DS
Spatial Data Scientist - R&D,Satelytics,"Perrysburg, OH",11/27/2023,Data Scientist,DS
Data Scientist I,University of Wisconsin–Madison,"Madison, WI",11/29/2023,Data Scientist,DS
Data Scientist,Johnson & Johnson,"Spring House, PA",11/23/2023,Data Scientist,DS
"Data Scientist, Core AI",Indeed,Remote,11/06/2023,Data Scientist,DS
Lead Data Scientist,CarParts.com,"Torrance, CA",11/28/2023,Data Scientist,DS
Data Scientist,Radiance Technologies,"Beavercreek, OH",11/29/2023,Data Scientist,DS
Data Scientist,Reyes Beverage Group,"Rosemont, IL",11/22/2023,Data Scientist,DS
Research Data Scientist - Metzger Lab,CEDARS-SINAI,"Los Angeles, CA",11/29/2023,Data Scientist,DS
IS Data Scientist,American Arbitration Association Inc.,"New York, NY",11/29/2023,Data Scientist,DS
Data Scientist,World Acceptance Corporation,"Greenville, SC",11/29/2023,Data Scientist,DS
Data Scientist,Phillips 66,"Houston, TX",11/28/2023,Data Scientist,DS
Senior Data Scientist,"KMM Technologies, Inc.","Reston, VA",11/29/2023,Data Scientist,DS
Sr. Data Scientist (Remote),Frontdoor,United States,11/20/2023,Data Scientist,DS
Machine Learning Image Annotation Specialist - Roofing Expert,Bearded Brothers Roofing & Restoration,Remote,11/29/2023,Data Scientist,DS
Data Scientist - Direct Hire Authority,US Department of State - Agency Wide,"Arlington, VA",11/28/2023,Data Scientist,DS
CareFirst BCBS: Sr. Data Scientist,"3G Federal Solutions, LLC","Washington, DC",11/29/2023,Data Scientist,DS
"Associate Scientist, Sample and Data Management",Bristol Myers Squibb,"New Brunswick, NJ",11/28/2023,Data Scientist,DS
"Data Scientist, Senior",Booz Allen Hamilton,"Washington, DC",11/28/2023,Data Scientist,DS
Data Scientist,National Security Agency,"Fort Meade, MD",11/06/2023,Data Scientist,DS
Data Scientist I - MIND Center,The University of Mississippi Medical Center,"Jackson, MS",11/22/2023,Data Scientist,DS
Senior Staff Data Scientist - Activision Blizzard Media,King,"San Francisco, CA",11/29/2023,Data Scientist,DS
"Data Scientist, Algorithms",Inclusively,"San Francisco, CA",11/29/2023,Data Scientist,DS
Data Scientist,The Ohio State University Wexner Medical Center,"Columbus, OH",11/23/2023,Data Scientist,DS
Health Data Scientist,Booz Allen Hamilton,"Bethesda, MD",11/22/2023,Data Scientist,DS
E01 Senior Data Scientist,TalentWerx,Remote,11/29/2023,Data Scientist,DS
Senior Data Scientist,Codeignitors inc,"Houston, MS",11/29/2023,Data Scientist,DS
Data Scientist,Relevance Lab,Remote,11/28/2023,Data Scientist,DS
Senior Data Analyst,Maryville University,Remote,11/29/2023,Data Scientist,DS
Data Scientist II,Vail Systems Inc.,"Chicago, IL",11/28/2023,Data Scientist,DS
Data Scientist 4,Oracle,United States,11/27/2023,Data Scientist,DS
Data Scientist IV Data Science,Kaiser Permanente,"Downey, CA",11/29/2023,Data Scientist,DS
Associate Data Scientist,MD Anderson Cancer Center,"Houston, TX",11/29/2023,Data Scientist,DS
Data Scientist (GeoMatch),Stanford University,"Stanford, CA",11/29/2023,Data Scientist,DS
Data Scientist AI Developer,University of Michigan,"Ann Arbor, MI",11/29/2023,Data Scientist,DS
Staff Data Scientist,AppLovin,"Palo Alto, CA",11/21/2023,Data Scientist,DS
CAPS Sr. Data Analyst,State of Georgia,Georgia,11/28/2023,Data Scientist,DS
Senior Data Scientist,e Business International Inc.,"Columbus, OH",11/27/2023,Data Scientist,DS
Senior Data Scientist - 100% US REMOTE ONLY,Experian,United States,11/28/2023,Data Scientist,DS
Data Scientist,Booz Allen Hamilton,"Washington, DC",11/28/2023,Data Scientist,DS
Clinical Statistician,RevereIT,Remote,11/29/2023,Data Scientist,DS
Data Scientist,Verizon,"Basking Ridge, NJ",11/28/2023,Data Scientist,DS
AI/Data Scientist,Beckman Coulter Diagnostics,"Brea, CA",11/22/2023,Data Scientist,DS
Senior Data Scientist,Iron EagleX,"Hurlburt Field, FL",11/28/2023,Data Scientist,DS
"Research Data Scientist, Junior",Booz Allen Hamilton,"Washington, DC",11/20/2023,Data Scientist,DS
Data Scientist,Phreesia Payment Services,Remote,11/14/2023,Data Scientist,DS
"Senior Data Scientist, Financial Crimes (Cash App)",Block,"Seattle, WA",11/29/2023,Data Scientist,DS
Data Engineer – AI Applications,HP,Washington State,11/29/2023,Data Scientist,DS
Senior Data Scientist - Demand Forecasting,Hypersonix,"San Jose, CA",11/29/2023,Data Scientist,DS
Data Scientist - Supply Chain/Logistics,Trail Blazer,"Houston, TX",11/29/2023,Data Scientist,DS
"Data Scientist Analyst / Orlando, FL",Lockheed Martin Corporation,"Orlando, FL",11/27/2023,Data Scientist,DS
Senior Data Science Engineer (Hybrid),BASF Corporation,"Freeport, TX",11/29/2023,Data Scientist,DS
"Data Scientist III, Product",Google,"Austin, TX",11/22/2023,Data Scientist,DS
Senior Data Scientist,The Clorox Company,"Pleasanton, CA",11/27/2023,Data Scientist,DS
Data Scientist,DT Professional Services,"Fairfax, VA",11/28/2023,Data Scientist,DS
"Data Scientist (Springfield, MO)",American National Family of Companies,"Springfield, MO",11/28/2023,Data Scientist,DS
Data Scientist,Lirio,"Knoxville, TN",11/16/2023,Data Scientist,DS
Senior Data Analyst,Capital One,"McLean, VA",11/21/2023,Data Scientist,DS
Data Scientist,Reyes Holdings,"Rosemont, IL",11/22/2023,Data Scientist,DS
"Senior Data Scientist, Financial Crimes (Cash App)",Afterpay,"Seattle, WA",11/28/2023,Data Scientist,DS
Commercial Data Scientist III,Signature Flight Support,"Orlando, FL",11/09/2023,Data Scientist,DS
"Staff Data Scientist, Product Analytics","Gusto, Inc.","Denver, CO",11/22/2023,Data Scientist,DS
Data Scientist,"Information Resources, Inc","Chicago, IL",11/27/2023,Data Scientist,DS
"Manager, Data Science - NLP",Capital One,"McLean, VA",11/29/2023,Data Scientist,DS
Senior Manager Data Science,Pfizer,"New York, NY",11/29/2023,Data Scientist,DS
Data Scientist (Computational Biologist),BigHat Biosciences,"San Mateo, CA",11/29/2023,Data Scientist,DS
Senior Data Analyst(SQL/Oracle),Tech Matrix Software Solutions Pvt. Ltd,"Warrendale, PA",11/29/2023,Data Scientist,DS
Senior Data Analyst,UCLA,"Los Angeles, CA",11/29/2023,Data Scientist,DS
Principal Data Scientist,FRESENIUS,"Lexington, MA",11/29/2023,Data Scientist,DS
Senior Data Scientist,CVS Health,"Wellesley, MA",11/21/2023,Data Scientist,DS
Principal Data Scientist - US Card,Capital One,"McLean, VA",11/29/2023,Data Scientist,DS
Data Scientist,U.S. Department of Justice,"Huntsville, AL",11/22/2023,Data Scientist,DS
Data Science Manager,Verizon,"Alpharetta, GA",11/28/2023,Data Scientist,DS
Data Scientist,Planview Incorporated,"Austin, TX",11/22/2023,Data Scientist,DS
Payment Accuracy Data Mining Specialist 1,Cotiviti,Remote,11/29/2023,Data Scientist,DS
Sr. Data Scientist,University of Phoenix,"Phoenix, AZ",11/27/2023,Data Scientist,DS
Jr. Data Science Engineer,Tech Consulting,"Atlanta, GA",10/26/2023,Data Scientist,DS
Senior Manager Data Science,Inclusively,Remote,11/29/2023,Data Scientist,DS
Data Scientist,TLN Worldwide Enterprises Inc,"Suffolk, VA",11/28/2023,Data Scientist,DS
"Real World Data Scientist, RWDA",Tempus,"Boston, MA",11/27/2023,Data Scientist,DS
Principal Business Data Scientist,Red Hat Software,"Raleigh, NC",11/27/2023,Data Scientist,DS
Lead AI Engineer,Hakkoda,Remote,11/29/2023,Data Scientist,DS
Local to New York AI/Machine Learning Engineer,Blink TP,"Albany, NY",11/29/2023,Data Scientist,DS
Forecasting and Planning Data Model Scientist,Siemens Energy,"Orlando, FL",11/28/2023,Data Scientist,DS
Data Scientist II,Leprino Foods,"Denver, CO",11/09/2023,Data Scientist,DS
Data Scientist,Abbott Laboratories,"Pleasanton, CA",11/27/2023,Data Scientist,DS
Senior Data Scientist,DICK'S Sporting Goods,"Sanford, FL",11/09/2023,Data Scientist,DS
"Senior Data Analyst, Data Analytics",Cardinal Health,United States,11/17/2023,Data Scientist,DS
AI Engineer,Hire Force Global,"Dallas, NC",11/27/2023,Data Scientist,DS
Lead Data Scientist,"Cirkul, Inc.","Boston, MA",11/29/2023,Data Scientist,DS
Data Scientist,Penske Truck Leasing and Logistics,"Reading, PA",11/27/2023,Data Scientist,DS
Data Scientist II,RTL Networks,"San Diego, CA",11/16/2023,Data Scientist,DS
decision scientist sr (UI/UX)- Data Democratization,Starbucks,"Seattle, WA",11/22/2023,Data Scientist,DS
"Data Scientist (Hybrid- Hartford, Connecticut)",Cognizant Technology Solutions,"Hartford, CT",11/27/2023,Data Scientist,DS
"Sr. Data Scientist, Loss Prevention Tech",Amazon.com Services LLC,"Seattle, WA",11/28/2023,Data Scientist,DS
Senior Data Scientist,Huntington Bank,"Columbus, OH",11/15/2023,Data Scientist,DS
"Director of Engineering, Machine Learning Performance",Google,"Sunnyvale, CA",11/20/2023,Data Scientist,DS
"Principal Associate, Data Science - Search and Recommendation",Capital One,"Plano, TX",11/03/2023,Data Scientist,DS
Product Analyst II Data Science Products,HCA Healthcare,"Nashville, TN",11/28/2023,Data Scientist,DS
"Principal Data Scientist, Creators, Creators",Amazon.com Services LLC,"New York, NY",11/22/2023,Data Scientist,DS
Sr. Data Analyst,WebMD,"Madison, WI",10/31/2023,Data Scientist,DS
SENIOR DATA ANALYST,University of Washington,"Seattle, WA",11/08/2023,Data Scientist,DS
Sr Data Analyst: big data mining SaaS platform & remote,Relentless Talent,"Cleveland, OH",11/21/2023,Data Scientist,DS
Machine Learning Operations Engineer,CHG Healthcare,"Salt Lake City, UT",11/20/2023,Data Scientist,DS
Data Scientist - Clearance Desired,Logistics Management Institute,"Colorado Springs, CO",11/20/2023,Data Scientist,DS
Business Intelligence Data Scientist,Blue Cross and Blue Shield of Kansas,"Topeka, KS",10/26/2023,Data Scientist,DS
Senior Machine Learning Engineer,Mendel,"San Jose, CA",11/27/2023,Data Scientist,DS
Senior Data Scientist,Tokio Marine HCC,"Houston, TX",11/09/2023,Data Scientist,DS
Senior Statistical Programmer,"Ambrx, Inc.","La Jolla, CA",11/27/2023,Data Scientist,DS
Senior Data Analyst,Beacon Health System,"Granger, IN",10/26/2023,Data Scientist,DS
Solutions Architect,NVIDIA,California,11/27/2023,Data Scientist,DS
AI Technologist,Booz Allen Hamilton,"McLean, VA",11/17/2023,Data Scientist,DS
"Associate Director, Data Science and Digital Health, Immunology",Johnson & Johnson,"Spring House, PA",11/08/2023,Data Scientist,DS
Data Science Team Lead,Inclusively,"New York, NY",11/21/2023,Data Scientist,DS
"Sr. Data Analyst - Long Beach, California",BeautyHealth,"Long Beach, CA",11/27/2023,Data Scientist,DS
"Senior, Data Analyst",Walmart,"Sunnyvale, CA",11/29/2023,Data Scientist,DS
"Applied Scientist, Modeling and Optimization (MOP)",Amazon.com Services LLC,"Bellevue, WA",11/29/2023,Data Scientist,DS
Senior Data Engineer,"Modern Technology Solutions, Inc.","Alexandria, VA",10/31/2023,Data Scientist,DS
Senior Data Scientist,Techvantage Systems,New Jersey,11/23/2023,Data Scientist,DS
Data Center Machine Learning Solutions Architect,"Advanced Micro Devices, Inc","Milpitas, CA",11/17/2023,Data Scientist,DS
Senior NLP Engineer,Top Remote Talent,Maine,11/22/2023,Data Scientist,DS
Data Scientist,Interclypse Inc,"Huntsville, AL",11/19/2023,Data Scientist,DS
Artificial Intelligence Governance Specialist,Lilly,"Indianapolis, IN",11/14/2023,Data Scientist,DS
Senior Data Analyst (Data Analyst 4)- 16828,HII,"Quantico, VA",11/07/2023,Data Scientist,DS
"Lead Data Analyst/Senior Data Analyst, Tiktok Ads - USDS",TikTok,"New York, NY",11/17/2023,Data Scientist,DS
"Part-Time Technician, Artificial Intelligence Data Labeling",Caldwell Community College & Technical Institute,"Hudson, NC",11/22/2023,Data Scientist,DS
General Engineer - Data Scientist/Statistician/Mathematician/Methodologist/Computer Scientist,US Veterans Health Administration,"Wallops Island, VA",11/20/2023,Data Scientist,DS
"Manager/Senior Manager, Data Science Strategy and Operations",Genmab,"Princeton, NJ",11/29/2023,Data Scientist,DS
Sr. Statistical Programmer,Brandeis University,"Waltham, MA",11/27/2023,Data Scientist,DS
Senior Data Scientist,Adobe,"San Jose, CA",10/31/2023,Data Scientist,DS
"Data Scientist - Research Triangle Park, NC (Hybrid)",BASF Corporation,"Research Triangle Park, NC",11/15/2023,Data Scientist,DS
Machine Learning Lead,Probably Genetic,"San Francisco, CA",11/08/2023,Data Scientist,DS
"Staff Data Scientist, Safety",Uber,"San Francisco, CA",10/27/2023,Data Scientist,DS
"Software Engineering Manager, Machine Learning Infrastructure, Google Photos",Google,"Los Angeles, CA",11/29/2023,Data Scientist,DS
Manager Statistical Programmer,Regeneron Pharmaceuticals Inc.,Pennsylvania,11/28/2023,Data Scientist,DS
Machine Learning Engineer,MIT Lincoln Laboratory,"Lexington, MA",11/29/2023,Data Scientist,DS
Data Scientist - STAR 2117 Position 39480,Integrated Intel Solutions,"Chantilly, VA",11/02/2023,Data Scientist,DS
Head of Product Data Science,Databricks,"San Francisco, CA",11/09/2023,Data Scientist,DS
Senior Data Analyst,PCI Government Services,"JBSA Ft Sam Houston, TX",10/23/2023,Data Scientist,DS
"Data Scientist, TS/SCI with Polygraph required",General Dynamics Information Technology,"Chantilly, VA",11/28/2023,Data Scientist,DS
DATA ENGINEER,ADVANCED MANAGEMENT STRATEGIES GROUP(AMSG),"Fort Eustis, VA",11/13/2023,Data Scientist,DS
Sr Data Scientist,Voloridge Investment Management,"Jupiter, FL",11/07/2023,Data Scientist,DS
Principal Data Scientist,Keurig Dr Pepper,"Frisco, TX",11/08/2023,Data Scientist,DS
Staff Data Engineer - Batch Platform AI Team,Visa,"Austin, TX",11/21/2023,Data Scientist,DS
"Manager, Data Science - Retail Bank",Capital One,"McLean, VA",11/03/2023,Data Scientist,DS
Senior Staff Data Scientist,Saab Inc.,"Orlando, FL",11/20/2023,Data Scientist,DS
Senior Data Analyst - Quality & Customer Satisfaction,Volvo Group,"Hagerstown, MD",11/09/2023,Data Scientist,DS
Staff Engineer - Data Engineering,Early Warning Services,"Scottsdale, AZ",11/29/2023,Data Scientist,DS
"Data Scientist Mid-Northern, VA",iSenpai,Virginia,11/15/2023,Data Scientist,DS
Senior Capacity Planning Data Analyst (Data Scientist),Klaviyo,"Denver, CO",11/14/2023,Data Scientist,DS
Senior Manager Data Mining Subject Matter Experts - Healthcare,EXL Services,Remote,11/29/2023,Data Scientist,DS
"Senior Manager, Data Science - Retail Supply Chain Analytics",CVS Health,"Wellesley, MA",11/10/2023,Data Scientist,DS
Staff Machine Learning Scientist,Visa,"Austin, TX",11/28/2023,Data Scientist,DS
"Data Science, Senior Associate",Peraton,"Lexington Park, MD",10/31/2023,Data Scientist,DS
"Sr. Data Scientist, CRM & Loyalty",Yum! Brands,"Plano, TX",11/15/2023,Data Scientist,DS
Business Unit Data Scientist,Regions,"Atlanta, TX",11/14/2023,Data Scientist,DS
Data Engineering Manager - Data & Machine Learning Platform,Booking.Com,"Washington, DC",11/29/2023,Data Scientist,DS
"Consulting Solution Area Specialists, Data & AI",Microsoft,United States,11/06/2023,Data Scientist,DS
Data Scientist,"teKnoluxion Consulting, LLC","Springfield, VA",10/25/2023,Data Scientist,DS
Senior Data Scientist,Providence,"Portland, OR",10/20/2023,Data Scientist,DS
Lead Data Scientist,Hilton,"McLean, VA",10/26/2023,Data Scientist,DS
"Senior Manager, Data Center Modeling",NVIDIA,"Santa Clara, CA",10/26/2023,Data Scientist,DS
Research Data Scientist- Schwab Lab,CEDARS-SINAI,"Los Angeles, CA",11/29/2023,Data Scientist,DS
Senior Data Analyst,Cornerstone Building Brands,"Houston, TX",11/28/2023,Data Scientist,DS
Data Science Director of Product (Healthcare Revenue Cycle),"R1 RCM, Inc.",Remote,11/15/2023,Data Scientist,DS
Data Science Group Lead,The MITRE Corporation,"McLean, VA",11/10/2023,Data Scientist,DS
"Senior Data Scientist, Clinical Analytics (On-Site, Illinois Based)",ABBVIE,"Lake County, IL",11/10/2023,Data Scientist,DS
AI/ML Operations Analyst,Groe Advisors,"Woburn, MA",11/28/2023,Data Scientist,DS
"Staff Data Scientist, Core AI",Indeed,Remote,10/31/2023,Data Scientist,DS
"Principal Scientist, Data Platform Optimization",AXA,"Morristown, NJ",11/21/2023,Data Scientist,DS
Data Systems Analyst/Architect,General Dynamics Information Technology,Indiana,11/19/2023,Data Scientist,DS
Behavioral Health Data Scientist (Human Services Data Scientist),King County,"Seattle, WA",11/17/2023,Data Scientist,DS
Senior Actuary,Bamboo Insurance,Remote,11/03/2023,Data Scientist,DS
Data Scientist,Genworth,"Richmond, VA",11/17/2023,Data Scientist,DS
Staff Data Engineer - Emerging AI Tech Team,Visa,"Austin, TX",11/21/2023,Data Scientist,DS
"Data Scientist, GBM Analytics",Meta,"Menlo Park, CA",10/30/2023,Data Scientist,DS
AI Algorithm Engineer,INTEL,Remote,11/28/2023,Data Scientist,DS
"Sr. Risk Adjustment Data Analyst, Medicare Advantage",UCLA Health,"Los Angeles, CA",11/18/2023,Data Scientist,DS
"Staff Software Engineer, Machine Learning",Google,"Sunnyvale, CA",11/10/2023,Data Scientist,DS
"Product Engineering Lead, Artificial Intelligence - PDT DD&T Innovation",Takeda Pharmaceutical,Illinois,11/23/2023,Data Scientist,DS
Data Scientist PD24E003 - Center for Quality Improvement and Patient Safety,US Agency for Healthcare Research and Quality,"Rockville, MD",11/20/2023,Data Scientist,DS
"Senior Data Analyst, Services - Atlanta, GA",Home Depot / THD,"Atlanta, GA",11/10/2023,Data Scientist,DS
"Principal Data Scientist, Delivery Technology",BevMo,United States,11/14/2023,Data Scientist,DS
Senior Data Scientist,QVC,United States,11/06/2023,Data Scientist,DS
Senior Statistical Programmer,Prometrika LLC,"Cambridge, MA",11/09/2023,Data Scientist,DS
DATA SCIENTIST SUPERVISOR,Los Angeles County Department of Human Resources,"Los Angeles County, CA",10/19/2023,Data Scientist,DS
Sr Technical Project Manager (Data Science),The Walt Disney Company (Corporate),"Lake Buena Vista, FL",11/18/2023,Data Scientist,DS
Data Scientist Atrium Health Carolinas Medical Center Sanger Heart&Vascular Institute Quality FT,Atrium Health,"Charlotte, NC",10/26/2023,Data Scientist,DS
Data Scientist/SR Data Scientist - Remote,Boehringer Ingelheim Animal Health USA,"Duluth, GA",11/15/2023,Data Scientist,DS
Postdoctoral Associate- Data Analysis,Baylor College of Medicine,"Houston, TX",11/29/2023,Data Scientist,DS
Data Science Co-op,bioMérieux,"Hazelwood, MO",11/14/2023,Data Scientist,DS
Machine Learning Data Analyst,"Wurl, LLC",Remote,11/22/2023,Data Scientist,DS
"Director, Data Scientist",BayOne,"Duluth, GA",10/27/2023,Data Scientist,DS
